Solucao;CustoTotal;TempoTotal;NumAtracoes;NumBairros;HoraInicio;HoraFim;Bairros;Sequencia;TemposChegada;TemposPartida;ModosTransporte
11;182.38;829.00;8;6;09:00;22:49;Urca|Saude|Santa Teresa|Centro|Sao Cristovao|Del Castilho|;Centro Cultural Jerusalem|Quinta Da Boa Vista|Real Gabinete Portugues Da Leitura|Bondinho de Santa Teresa|Museu Historico Nacional|Pedra do Sal|Igreja de Sao Francisco da Penitência|Mureta da Urca|;09:00|10:11|12:18|14:28|15:30|17:35|18:37|20:49|;10:00|12:11|14:18|15:28|17:30|18:35|20:37|22:49|;Car|Car|Walk|Car|Car|Car|Car|
12;236.81;658.00;8;6;09:00;19:58;Sao Cristovao|Saude|Santa Teresa|Centro|Gamboa|Del Castilho|;Centro Cultural Jerusalem|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|AquaRio|Pedra do Sal|Escadaria Selaron|Parque das Ruinas|Quinta Da Boa Vista|;09:00|10:17|11:21|12:24|14:35|15:39|16:48|17:58|;10:00|11:17|12:21|14:24|15:35|16:39|17:48|19:58|;Car|Walk|Car|Walk|Car|Walk|Car|
13;97.92;818.00;7;6;09:00;22:38;Ipanema|Arpoador|Copacabana|Centro|Santa Teresa|Saude|;Pedra do Sal|Igreja de Sao Francisco da Penitência|Bondinho de Santa Teresa|Catedral Metropolitana de São Sebastião|Forte Copacabana|Praia do Arpoador|Praia de Ipanema|;09:00|10:02|12:08|13:12|14:26|16:36|19:38|;10:00|12:02|13:08|14:12|16:26|19:36|22:38|;Car|Walk|Walk|Car|Walk|Car|
14;148.27;715.00;7;6;09:00;20:55;Arpoador|Alto da Boa Vista|Copacabana|Centro|Santa Teresa|Saude|;Pedra do Sal|Igreja de Sao Francisco da Penitência|Bondinho de Santa Teresa|Catedral Metropolitana de São Sebastião|Forte Copacabana|Praia do Arpoador|Vista Chinesa|;09:00|10:02|12:08|13:12|14:26|16:36|19:55|;10:00|12:02|13:08|14:12|16:26|19:36|20:55|;Car|Walk|Walk|Car|Walk|Car|
15;192.97;639.00;7;6;09:00;19:39;Saude|Santa Teresa|Centro|Sao Cristovao|Gamboa|Del Castilho|;Centro Cultural Jerusalem|Quinta Da Boa Vista|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|AquaRio|Pedra do Sal|Igreja de Sao Francisco da Penitência|;09:00|10:11|12:19|13:23|14:26|16:37|17:39|;10:00|12:11|13:19|14:23|16:26|17:37|19:39|;Car|Car|Walk|Car|Walk|Car|
16;110.32;756.00;6;6;09:00;21:36;Ipanema|Arpoador|Copacabana|Centro|Saude|Santa Teresa|;Bondinho de Santa Teresa|Igreja de Sao Francisco da Penitência|Pedra do Sal|Forte Copacabana|Praia do Arpoador|Praia de Ipanema|;09:00|10:06|12:10|13:24|15:34|18:36|;10:00|12:06|13:10|15:24|18:34|21:36|;Walk|Car|Car|Walk|Car|
17;144.70;631.00;6;6;09:00;19:31;Copacabana|Centro|Santa Teresa|Saude|Ipanema|Sao Cristovao|;Quinta Da Boa Vista|Pedra do Sal|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|Forte Copacabana|Praia de Ipanema|;09:00|11:08|12:11|13:15|14:28|16:31|;11:00|12:08|13:11|14:15|16:28|19:31|;Car|Car|Walk|Car|Car|
18;286.42;539.00;6;6;09:00;17:59;Saude|Santa Teresa|Centro|Alto da Boa Vista|Gamboa|Del Castilho|;Centro Cultural Jerusalem|Igreja de Sao Francisco da Penitência|Bondinho de Santa Teresa|AquaRio|Pedra do Sal|Vista Chinesa|;09:00|10:15|12:21|13:24|15:35|16:59|;10:00|12:15|13:21|15:24|16:35|17:59|;Car|Walk|Car|Walk|Car|
19;187.37;784.00;9;5;09:00;22:04;Alto da Boa Vista|Centro|Saude|Santa Teresa|Sao Cristovao|;Quinta Da Boa Vista|Escadaria Selaron|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|Pedra do Sal|Igreja de Sao Francisco da Penitência|Museu Historico Nacional|Parque das Ruinas|Vista Chinesa|;09:00|11:08|12:18|13:22|14:26|15:28|17:30|19:37|21:04|;11:00|12:08|13:18|14:22|15:26|17:28|19:30|20:37|22:04|;Car|Walk|Walk|Car|Car|Car|Car|Car|
20;125.07;780.00;8;5;09:00;22:00;Cosme Velho|Centro|Santa Teresa|Saude|Sao Cristovao|;Quinta Da Boa Vista|Pedra do Sal|Catedral Metropolitana de São Sebastião|Parque das Ruinas|Escadaria Selaron|Bondinho de Santa Teresa|Igreja de Sao Francisco da Penitência|Mirante Dona Marta|;09:00|11:08|12:11|13:17|14:26|15:37|16:43|19:00|;11:00|12:08|13:11|14:17|15:26|16:37|18:43|22:00|;Car|Car|Car|Walk|Walk|Walk|Car|
21;167.68;672.00;8;5;09:00;20:12;Alto da Boa Vista|Saude|Santa Teresa|Centro|Sao Cristovao|;Quinta Da Boa Vista|Igreja de Sao Francisco da Penitência|Escadaria Selaron|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|Pedra do Sal|Parque das Ruinas|Vista Chinesa|;09:00|11:07|13:21|14:31|15:35|16:39|17:45|19:12|;11:00|13:07|14:21|15:31|16:35|17:39|18:45|20:12|;Car|Walk|Walk|Walk|Car|Car|Car|
22;216.04;611.00;8;5;09:00;19:11;Saude|Santa Teresa|Centro|Alto da Boa Vista|Del Castilho|;Centro Cultural Jerusalem|Igreja de Sao Francisco da Penitência|Bondinho de Santa Teresa|Catedral Metropolitana de São Sebastião|Pedra do Sal|Escadaria Selaron|Parque das Ruinas|Vista Chinesa|;09:00|10:15|12:21|13:25|14:31|15:35|16:44|18:11|;10:00|12:15|13:21|14:25|15:31|16:35|17:44|19:11|;Car|Walk|Walk|Car|Car|Walk|Car|
23;119.69;580.00;7;5;09:00;18:40;Centro|Saude|Santa Teresa|Sao Cristovao|Del Castilho|;Centro Cultural Jerusalem|Quinta Da Boa Vista|Parque das Ruinas|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|Igreja de Sao Francisco da Penitência|Pedra do Sal|;09:00|10:11|12:21|13:26|14:30|15:36|17:40|;10:00|12:11|13:21|14:26|15:30|17:36|18:40|;Car|Car|Car|Walk|Walk|Car|
24;105.40;461.00;6;5;09:00;16:41;Centro|Santa Teresa|Saude|Sao Cristovao|Del Castilho|;Centro Cultural Jerusalem|Quinta Da Boa Vista|Pedra do Sal|Catedral Metropolitana de São Sebastião|Escadaria Selaron|Parque das Ruinas|;09:00|10:11|12:19|13:22|14:32|15:41|;10:00|12:11|13:19|14:22|15:32|16:41|;Car|Car|Car|Walk|Walk|
25;97.15;623.00;5;5;09:00;19:23;Ipanema|Arpoador|Centro|Santa Teresa|Saude|;Pedra do Sal|Igreja de Sao Francisco da Penitência|Bondinho de Santa Teresa|Praia do Arpoador|Praia de Ipanema|;09:00|10:02|12:08|13:21|16:23|;10:00|12:02|13:08|16:21|19:23|;Car|Walk|Car|Car|
26;121.11;388.00;5;5;09:00;15:28;Centro|Santa Teresa|Saude|Sao Cristovao|Del Castilho|;Centro Cultural Jerusalem|Quinta Da Boa Vista|Pedra do Sal|Catedral Metropolitana de São Sebastião|Parque das Ruinas|;09:00|10:11|12:19|13:22|14:28|;10:00|12:11|13:19|14:22|15:28|;Car|Car|Car|Car|
27;87.67;701.00;8;4;09:00;20:41;Centro|Santa Teresa|Saude|Sao Cristovao|;Quinta Da Boa Vista|Pedra do Sal|Escadaria Selaron|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|Igreja de Sao Francisco da Penitência|Museu Historico Nacional|Parque das Ruinas|;09:00|11:08|12:12|13:22|14:26|15:32|17:34|19:41|;11:00|12:08|13:12|14:22|15:26|17:32|19:34|20:41|;Car|Car|Walk|Walk|Walk|Car|Car|
28;47.99;771.00;7;4;09:00;21:51;Sao Cristovao|Centro|Saude|Santa Teresa|;Escadaria Selaron|Bondinho de Santa Teresa|Real Gabinete Portugues Da Leitura|Igreja de Sao Francisco da Penitência|Pedra do Sal|Centro Cultural Banco do Brasil|Quinta Da Boa Vista|;09:00|10:11|11:21|13:26|15:30|16:45|19:51|;10:00|11:11|13:21|15:26|16:30|19:45|21:51|;Walk|Walk|Walk|Car|Walk|Car|
29;64.76;582.00;7;4;09:00;18:42;Sao Cristovao|Saude|Santa Teresa|Centro|;Catedral Metropolitana de São Sebastião|Parque das Ruinas|Escadaria Selaron|Bondinho de Santa Teresa|Igreja de Sao Francisco da Penitência|Pedra do Sal|Quinta Da Boa Vista|;09:00|10:06|11:15|12:26|13:32|15:36|16:42|;10:00|11:06|12:15|13:26|15:32|16:36|18:42|;Car|Walk|Walk|Walk|Car|Car|
30;129.94;536.00;7;4;09:00;17:56;Alto da Boa Vista|Saude|Santa Teresa|Centro|;Igreja de Sao Francisco da Penitência|Bondinho de Santa Teresa|Catedral Metropolitana de São Sebastião|Pedra do Sal|Escadaria Selaron|Parque das Ruinas|Vista Chinesa|;09:00|11:06|12:10|13:16|14:20|15:29|16:56|;11:00|12:06|13:10|14:16|15:20|16:29|17:56|;Walk|Walk|Car|Car|Walk|Car|
31;33.44;707.00;6;4;09:00;20:47;Sao Cristovao|Centro|Saude|Santa Teresa|;Bondinho de Santa Teresa|Real Gabinete Portugues Da Leitura|Igreja de Sao Francisco da Penitência|Centro Cultural Banco do Brasil|Pedra do Sal|Quinta Da Boa Vista|;09:00|10:10|12:15|14:26|17:41|18:47|;10:00|12:10|14:15|17:26|18:41|20:47|;Walk|Walk|Walk|Walk|Car|
32;49.05;516.00;6;4;09:00;17:36;Sao Cristovao|Centro|Saude|Santa Teresa|;Parque das Ruinas|Escadaria Selaron|Bondinho de Santa Teresa|Igreja de Sao Francisco da Penitência|Pedra do Sal|Quinta Da Boa Vista|;09:00|10:09|11:20|12:26|14:30|15:36|;10:00|11:09|12:20|14:26|15:30|17:36|;Walk|Walk|Walk|Car|Car|
33;111.22;452.00;6;4;09:00;16:32;Centro|Santa Teresa|Saude|Del Castilho|;Centro Cultural Jerusalem|Pedra do Sal|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|Igreja de Sao Francisco da Penitência|Parque das Ruinas|;09:00|10:14|11:17|12:21|13:27|15:32|;10:00|11:14|12:17|13:21|15:27|16:32|;Car|Car|Walk|Walk|Car|
34;33.44;578.00;5;4;09:00;18:38;Sao Cristovao|Centro|Saude|Santa Teresa|;Bondinho de Santa Teresa|Igreja de Sao Francisco da Penitência|Centro Cultural Banco do Brasil|Pedra do Sal|Quinta Da Boa Vista|;09:00|10:06|12:17|15:32|16:38|;10:00|12:06|15:17|16:32|18:38|;Walk|Walk|Walk|Car|
35;49.05;453.00;5;4;09:00;16:33;Sao Cristovao|Centro|Saude|Santa Teresa|;Parque das Ruinas|Escadaria Selaron|Igreja de Sao Francisco da Penitência|Pedra do Sal|Quinta Da Boa Vista|;09:00|10:09|11:23|13:27|14:33|;10:00|11:09|13:23|14:27|16:33|;Walk|Walk|Car|Car|
36;86.27;387.00;5;4;09:00;15:27;Jardim Botanico|Centro|Santa Teresa|Saude|;Pedra do Sal|Bondinho de Santa Teresa|Catedral Metropolitana de São Sebastião|Parque das Ruinas|Parque Lage|;09:00|10:04|11:08|12:14|13:27|;10:00|11:04|12:08|13:14|15:27|;Car|Walk|Car|Car|
37;49.05;376.00;4;4;09:00;15:16;Sao Cristovao|Centro|Saude|Santa Teresa|;Bondinho de Santa Teresa|Igreja de Sao Francisco da Penitência|Pedra do Sal|Quinta Da Boa Vista|;09:00|10:06|12:10|13:16|;10:00|12:06|13:10|15:16|;Walk|Car|Car|
38;69.53;319.00;4;4;09:00;14:19;Jardim Botanico|Centro|Santa Teresa|Saude|;Pedra do Sal|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|Parque Lage|;09:00|10:03|11:07|12:19|;10:00|11:03|12:07|14:19|;Car|Walk|Car|
39;93.67;261.00;4;4;09:00;13:21;Centro|Santa Teresa|Saude|Del Castilho|;Centro Cultural Jerusalem|Pedra do Sal|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|;09:00|10:14|11:17|12:21|;10:00|11:14|12:17|13:21|;Car|Car|Walk|
40;21.52;774.00;8;3;09:00;21:54;Centro|Saude|Santa Teresa|;Escadaria Selaron|Parque das Ruinas|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|Igreja de Sao Francisco da Penitência|Museu Historico Nacional|Centro Cultural Banco do Brasil|Pedra do Sal|;09:00|10:09|11:14|12:18|13:24|15:26|17:39|20:54|;10:00|11:09|12:14|13:18|15:24|17:26|20:39|21:54|;Walk|Car|Walk|Walk|Car|Walk|Walk|
41;25.08;581.00;7;3;09:00;18:41;Centro|Saude|Santa Teresa|;Parque das Ruinas|Escadaria Selaron|Catedral Metropolitana de São Sebastião|Igreja de Sao Francisco da Penitência|Bondinho de Santa Teresa|Museu Historico Nacional|Pedra do Sal|;09:00|10:09|11:19|12:28|14:34|15:36|17:41|;10:00|11:09|12:19|14:28|15:34|17:36|18:41|;Walk|Walk|Walk|Walk|Car|Car|
42;8.52;705.00;6;3;09:00;20:45;Centro|Saude|Santa Teresa|;Bondinho de Santa Teresa|Real Gabinete Portugues Da Leitura|Igreja de Sao Francisco da Penitência|Museu Historico Nacional|Centro Cultural Banco do Brasil|Pedra do Sal|;09:00|10:10|12:15|14:17|16:30|19:45|;10:00|12:10|14:15|16:17|19:30|20:45|;Walk|Walk|Car|Walk|Walk|
43;25.46;507.00;6;3;09:00;17:27;Centro|Saude|Santa Teresa|;Escadaria Selaron|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|Igreja de Sao Francisco da Penitência|Museu Historico Nacional|Pedra do Sal|;09:00|10:10|11:14|12:20|14:22|16:27|;10:00|11:10|12:14|14:20|16:22|17:27|;Walk|Walk|Walk|Car|Car|
44;0.00;583.00;5;3;09:00;18:43;Centro|Santa Teresa|Saude|;Pedra do Sal|Centro Cultural Banco do Brasil|Real Gabinete Portugues Da Leitura|Bondinho de Santa Teresa|Igreja de Sao Francisco da Penitência|;09:00|10:15|13:27|15:37|16:43|;10:00|13:15|15:27|16:37|18:43|;Walk|Walk|Walk|Walk|
45;15.61;384.00;5;3;09:00;15:24;Centro|Saude|Santa Teresa|;Escadaria Selaron|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|Igreja de Sao Francisco da Penitência|Pedra do Sal|;09:00|10:10|11:14|12:20|14:24|;10:00|11:10|12:14|14:20|15:24|;Walk|Walk|Walk|Car|
46;10.87;315.00;4;3;09:00;14:15;Centro|Santa Teresa|Saude|;Pedra do Sal|Igreja de Sao Francisco da Penitência|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|;09:00|10:02|12:11|13:15|;10:00|12:02|13:11|14:15|;Car|Walk|Walk|
47;28.21;251.00;4;3;09:00;13:11;Centro|Santa Teresa|Saude|;Pedra do Sal|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|Parque das Ruinas|;09:00|10:03|11:07|12:11|;10:00|11:03|12:07|13:11|;Car|Walk|Car|
48;14.98;187.00;3;3;09:00;12:07;Centro|Santa Teresa|Saude|;Pedra do Sal|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|;09:00|10:03|11:07|;10:00|11:03|12:07|;Car|Walk|
49;11.12;576.00;6;2;09:00;18:36;Centro|Santa Teresa|;Parque das Ruinas|Escadaria Selaron|Igreja de Sao Francisco da Penitência|Bondinho de Santa Teresa|Catedral Metropolitana de São Sebastião|Centro Cultural Banco do Brasil|;09:00|10:09|11:23|13:29|14:33|15:36|;10:00|11:09|13:23|14:29|15:33|18:36|;Walk|Walk|Walk|Walk|Car|
50;0.00;389.00;5;2;09:00;15:29;Centro|Santa Teresa|;Parque das Ruinas|Escadaria Selaron|Catedral Metropolitana de São Sebastião|Bondinho de Santa Teresa|Igreja de Sao Francisco da Penitência|;09:00|10:09|11:19|12:23|13:29|;10:00|11:09|12:19|13:23|15:29|;Walk|Walk|Walk|Walk|
